No.,분류군,학명,대표국명,명명자,명명년도,멸종위기종,Phylum,문,Class,강,Order,목,Family,과,Genus,속,Subgenus,아속,Species,종
173,조류,Egretta eulophotes,노랑부리백로,(Swinhoe),-1860,Ⅰ,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Egretta,백로속,,,eulophotes,노랑부리백로
174,조류,Egretta garzetta,쇠백로,(Linnaeus),-1766,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Egretta,백로속,,,garzetta,쇠백로
175,조류,Egretta intermedia,중백로,(Wagler),-1829,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Egretta,백로속,,,intermedia,중백로
176,조류,Egretta sacra,흑로,(Gmelin),-1789,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Egretta,백로속,,,sacra,흑로
177,조류,Gorsachius goisagi,붉은해오라기,(Temminck),-1835,Ⅱ,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Gorsachius,붉은해오라기속,,,goisagi,붉은해오라기
178,조류,Gorsachius melanolophus,푸른눈테해오라기,(Raffles),-1822,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Gorsachius,붉은해오라기속,,,melanolophus,푸른눈테해오라기
179,조류,Ixobrychus cinnamomeus,열대붉은해오라기,(Gmelin),-1789,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Ixobrychus,덤불해오라기속,,,cinnamomeus,열대붉은해오라기
180,조류,Ixobrychus eurhythmus,큰덤불해오라기,(Swinhoe),-1873,Ⅱ,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Ixobrychus,덤불해오라기속,,,eurhythmus,큰덤불해오라기
181,조류,Ixobrychus sinensis,덤불해오라기,(Gmelin),-1789,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Ixobrychus,덤불해오라기속,,,sinensis,덤불해오라기
182,조류,Nycticorax nycticorax,해오라기,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ardeidae,백로과,Nycticorax,해오라기속,,,nycticorax,해오라기
183,조류,Ciconia boyciana,황새,Swinhoe,1873,Ⅰ,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ciconiidae,황새과,Ciconia,황새속,,,boyciana,황새
184,조류,Ciconia nigra,먹황새,(Linnaeus),-1758,Ⅰ,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Ciconiidae,황새과,Ciconia,황새속,,,nigra,먹황새
185,조류,Nipponia nippon,따오기,(Temminck),-1835,Ⅱ,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Threskiornithidae,저어새과,Nipponia,따오기속,,,nippon,따오기
186,조류,Platalea leucorodia,노랑부리저어새,Linnaeus,1758,Ⅱ,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Threskiornithidae,저어새과,Platalea,저어새속,,,leucorodia,노랑부리저어새
187,조류,Platalea minor,저어새,Temminck & Schlegel,1849,Ⅰ,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Threskiornithidae,저어새과,Platalea,저어새속,,,minor,저어새
188,조류,Plegadis falcinellus,적갈색따오기,Linnaeus,1766,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Threskiornithidae,저어새과,Plegadis,적갈색따오기속,,,falcinellus,적갈색따오기
189,조류,Threskiornis melanocephalus,검은머리흰따오기,(Latham),-1790,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Threskiornithidae,저어새과,Threskiornis,검은머리따오기속,,,melanocephalus,검은머리흰따오기
190,조류,Columba janthina,흑비둘기,Temminck,1830,Ⅱ,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Columba,흑비둘기속,,,janthina,흑비둘기
191,조류,Columba oenas,분홍가슴비둘기,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Columba,흑비둘기속,,,oenas,분홍가슴비둘기
192,조류,Columba rupestris,양비둘기,Pallas,1811,Ⅱ,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Columba,흑비둘기속,,,rupestris,양비둘기
193,조류,Streptopelia chinensis,목점박이비둘기,(Scopoli),-1786,,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Streptopelia,멧비둘기속,,,chinensis,목점박이비둘기
194,조류,Streptopelia decaocto,염주비둘기,(Frivaldszky),-1838,,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Streptopelia,멧비둘기속,,,decaocto,염주비둘기
195,조류,Streptopelia orientalis,멧비둘기,,,,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Streptopelia,멧비둘기속,,,orientalis,멧비둘기
196,조류,Streptopelia tranquebarica,홍비둘기,(Hermann),-1804,,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Streptopelia,멧비둘기속,,,tranquebarica,홍비둘기
197,조류,Treron sieboldii,녹색비둘기,(Temminck),-1835,,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Columbidae,비둘기과,Treron,녹색비둘기속,,,sieboldii,녹색비둘기
198,조류,Syrrhaptes paradoxus,사막꿩,(Pallas),-1773,,Chordata,척삭동물문,Aves,조강,Columbiformes,비둘기목,Pteroclidae,사막꿩과,Syrrhaptes,사막꿩속,,,paradoxus,사막꿩
199,조류,Alcedo atthis,물총새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Alcedinidae,물총새과,Alcedo,물총새속,,,atthis,물총새
200,조류,Halcyon coromanda,호반새,(Latham),-1790,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Alcedinidae,물총새과,Halcyon,호반새속,,,coromanda,호반새
201,조류,Halcyon pileata,청호반새,(Boddaert),-1783,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Alcedinidae,물총새과,Halcyon,호반새속,,,pileata,청호반새
202,조류,Megaceryle lugubris,뿔호반새,(Temminck),-1834,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Alcedinidae,물총새과,Megaceryle,뿔호반새속,,,lugubris,뿔호반새
203,조류,Eurystomus orientalis,파랑새,(Linnaeus),-1766,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Coraciidae,파랑새과,Eurystomus,파랑새속,,,orientalis,파랑새
204,조류,Upupa epops,후투티,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Coraciiformes,파랑새목,Upupidae,후투티과,Upupa,후투티속,,,epops,후투티
205,조류,Cacomantis merulinus,우는뻐꾸기,Scopoli,1786,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Cacomantis,우는뻐꾸기속,,,merulinus,우는뻐꾸기
206,조류,Centropus bengalensis,작은뻐꾸기사촌,(Gmelin),-1788,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Centropus,작은뻐꾸기사촌속,,,bengalensis,작은뻐꾸기사촌
207,조류,Clamator coromandus,밤색날개뻐꾸기,(Linnaeus),-1766,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Clamator,밤색날개뻐꾸기속,,,coromandus,밤색날개뻐꾸기
208,조류,Cuculus canorus,뻐꾸기,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Cuculus,두견속,,,canorus,뻐꾸기
209,조류,Cuculus hyperythrus,매사촌,Gould,1856,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Cuculus,두견속,,,hyperythrus,매사촌
210,조류,Cuculus micropterus,검은등뻐꾸기,Gould,1837,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Cuculus,두견속,,,micropterus,검은등뻐꾸기
211,조류,Cuculus poliocephalus,두견,Latham,1790,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Cuculus,두견속,,,poliocephalus,두견
212,조류,Cuculus saturatus,벙어리뻐꾸기,Blyth,1843,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Cuculus,두견속,,,saturatus,벙어리뻐꾸기
213,조류,Cuculus sparverioides,큰매사촌,Vigors,1832,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Cuculus,두견속,,,sparverioides,큰매사촌
214,조류,Eudynamys scolopacea,검은뻐꾸기,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Eudynamys,검은뻐꾸기속,,,scolopacea,검은뻐꾸기
215,조류,Surniculus lugubris,검은두견이,(Horsfield),-1821,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Surniculus,검은두견이속,,,lugubris,검은두견이
216,조류,Accipiter gentilis,참매,(Linnaeus),-1758,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,gentilis,참매
217,조류,Accipiter gularis,조롱이,(Temminck and Schlegel),-1844,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,gularis,조롱이
218,조류,Accipiter nisus,새매,(Linnaeus),-1758,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,nisus,새매
219,조류,Accipiter soloensis,붉은배새매,(Horsfield),-1822,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,soloensis,붉은배새매
220,조류,Aegypius monachus,독수리,(Linnaeus),-1766,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aegypius,독수리속,,,monachus,독수리
221,조류,Aquila chrysaetos,검독수리,(Linnaeus),-1758,Ⅰ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aquila,검독수리속,,,chrysaetos,검독수리
222,조류,Aquila clanga,항라머리검독수리,Pallas,1811,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aquila,검독수리속,,,clanga,항라머리검독수리
223,조류,Aquila heliaca,흰죽지수리,Savigny,1809,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aquila,검독수리속,,,heliaca,흰죽지수리
224,조류,Aquila nipalensis,초원수리,Hodgson,1833,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aquila,검독수리속,,,nipalensis,초원수리
225,조류,Butastur indicus,왕새매,(Gmelin),-1788,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Butastur,왕새매속,,,indicus,왕새매
226,조류,Buteo buteo,말똥가리,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Buteo,말똥가리속,,,buteo,말똥가리
227,조류,Buteo hemilasius,큰말똥가리,Temminck & Schlegel,1844,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Buteo,말똥가리속,,,hemilasius,큰말똥가리
228,조류,Buteo lagopus,털발말똥가리,(Pontoppidan),-1763,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Buteo,말똥가리속,,,lagopus,털발말똥가리
229,조류,Circus cyaneus,잿빛개구리매,(Linnaeus),-1766,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Circus,개구리매속,,,cyaneus,잿빛개구리매
230,조류,Circus melanoleucos,알락개구리매,(Pennant),-1769,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Circus,개구리매속,,,melanoleucos,알락개구리매
231,조류,Circus spilonotus,개구리매,Kaup,1847,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Circus,개구리매속,,,spilonotus,개구리매
232,조류,Elanus caeruleus,검은어깨매,Desfontaines,1789,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Elanus,검은어깨매속,,,caeruleus,검은어깨매
233,조류,Gypaetus barbatus,수염수리,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Gypaetus,수염수리속,,,barbatus,수염수리
234,조류,Gyps himalayensis,고산대머리수리,Hume,1869,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Gyps,고산대머리수리속,,,himalayensis,고산대머리수리
235,조류,Haliaeetus albicilla,흰꼬리수리,(Linnaeus),-1758,Ⅰ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Haliaeetus,흰꼬리수리속,,,albicilla,흰꼬리수리
236,조류,Haliaeetus pelagicus,참수리,(Pallas),-1811,Ⅰ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Haliaeetus,흰꼬리수리속,,,pelagicus,참수리
237,조류,Hieraaetus fasciatus,흰배줄무늬수리,(Vieillot),-1822,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Hieraaetus,흰점어깨수리속,,,fasciatus,흰배줄무늬수리
238,조류,Hieraaetus pennatus,흰점어깨수리,(Gmelin),-1788,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Hieraaetus,흰점어깨수리속,,,pennatus,흰점어깨수리
239,조류,Milvus migrans,솔개,(Boddaert),-1783,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Milvus,솔개속,,,migrans,솔개
240,조류,Pandion haliaetus,물수리,(Linnaeus),-1758,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Pandion,물수리속,,,haliaetus,물수리
241,조류,Pernis ptilorhynchus,벌매,(Temminck),-1821,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Pernis,벌매속,,,ptilorhynchus,벌매
242,조류,Spilornis cheela,관수리,(Latham),-1790,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Spilornis,관수리속,,,cheela,관수리
243,조류,Spizaetus nipalensis,뿔매,(Hodgson),-1836,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Spizaetus,뿔매속,,,nipalensis,뿔매
244,조류,Falco amurensis,비둘기조롱이,Radde,1863,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,amurensis,비둘기조롱이
245,조류,Falco cherrug,헨다손매,J.E.Gray,1834,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,cherrug,헨다손매
246,조류,Falco columbarius,쇠황조롱이,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,columbarius,쇠황조롱이
247,조류,Falco peregrinus,매,Tunstall,1771,Ⅰ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,peregrinus,매
248,조류,Falco rusticolus,흰매,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,rusticolus,흰매
249,조류,Falco subbuteo,새호리기,Linnaeus,1758,Ⅱ,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,subbuteo,새호리기
250,조류,Falco tinnunculus,황조롱이,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,tinnunculus,황조롱이
251,조류,Coturnix japonica,메추라기,Temminck & Schlegel,1849,,Chordata,척삭동물문,Aves,조강,Galliformes,닭목,Phasianidae,꿩과,Coturnix,메추라기속,,,japonica,메추라기
252,조류,Lyrurus tetrix,멧닭,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Galliformes,닭목,Phasianidae,꿩과,Lyrurus,멧닭속,,,tetrix,멧닭
253,조류,Phasianus colchicus,꿩,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Galliformes,닭목,Phasianidae,꿩과,Phasianus,꿩속,,,colchicus,꿩
254,조류,Tetrastes bonasia,들꿩,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Galliformes,닭목,Phasianidae,꿩과,Tetrastes,들꿩속,,,bonasia,들꿩
255,조류,Gavia adamsii,흰부리아비,(G.R.Gray),-1859,,Chordata,척삭동물문,Aves,조강,Gaviiformes,아비목,Gaviidae,아비과,Gavia,아비속,,,adamsii,흰부리아비
256,조류,Gavia arctica,큰회색머리아비,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Gaviiformes,아비목,Gaviidae,아비과,Gavia,아비속,,,arctica,큰회색머리아비
257,조류,Gavia pacifica,회색머리아비,(Lawrence),-1858,,Chordata,척삭동물문,Aves,조강,Gaviiformes,아비목,Gaviidae,아비과,Gavia,아비속,,,pacifica,회색머리아비
258,조류,Gavia stellata,아비,(Pontoppidan),-1763,,Chordata,척삭동물문,Aves,조강,Gaviiformes,아비목,Gaviidae,아비과,Gavia,아비속,,,stellata,아비
259,조류,Anthropoides virgo,쇠재두루미,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Anthropoides,쇠재두루미속,,,virgo,쇠재두루미
260,조류,Grus canadensis,캐나다두루미,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,canadensis,캐나다두루미
261,조류,Grus grus,검은목두루미,(Linnaeus),-1758,Ⅱ,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,grus,검은목두루미
262,조류,Grus japonensis,두루미,(P.L.S.Muller),-1776,Ⅰ,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,japonensis,두루미
263,조류,Grus leucogeranus,시베리아흰두루미,Pallas,1773,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,leucogeranus,시베리아흰두루미
264,조류,Grus monacha,흑두루미,Temminck,1835,Ⅱ,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,monacha,흑두루미
265,조류,Grus vipio,재두루미,Pallas,1811,Ⅱ,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,vipio,재두루미
266,조류,Otis tarda,느시,Linnaeus,1758,Ⅱ,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Otidae,느시과,Otis,느시속,,,tarda,느시
267,조류,Amaurornis phoenicurus,흰배뜸부기,(Pennant),-1769,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Amaurornis,흰배뜸부기속,,,phoenicurus,흰배뜸부기
268,조류,Coturnicops exquisitus,알락뜸부기,(Swinhoe),-1873,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Coturnicops,알락뜸부기속,,,exquisitus,알락뜸부기
269,조류,Fulica atra,물닭,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Fulica,물닭속,,,atra,물닭
270,조류,Gallicrex cinerea,뜸부기,(Gmelin),-1789,Ⅱ,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Gallicrex,뜸부기속,,,cinerea,뜸부기
271,조류,Gallinula chloropus,쇠물닭,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Gallinula,쇠물닭속,,,chloropus,쇠물닭
272,조류,Porzana fusca,쇠뜸부기사촌,(Linnaeus),-1766,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Porzana,쇠뜸부기속,,,fusca,쇠뜸부기사촌
273,조류,Porzana paykullii,한국뜸부기,(Ljungh),-1813,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Porzana,쇠뜸부기속,,,paykullii,한국뜸부기
274,조류,Porzana pusilla,쇠뜸부기,(Pallas),-1776,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Porzana,쇠뜸부기속,,,pusilla,쇠뜸부기
275,조류,Rallus aquaticus,흰눈썹뜸부기,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Rallus,흰눈썹뜸부기속,,,aquaticus,흰눈썹뜸부기
276,조류,Aegithalos caudatus,오목눈이,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Aegithalidae,오목눈이과,Aegithalos,오목눈이속,,,caudatus,오목눈이
277,조류,Alauda arvensis,종다리,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Alaudidae,종다리과,Alauda,종다리속,,,arvensis,종다리
278,조류,Calandrella brachydactyla,쇠종다리,(Leisler),-1814,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Alaudidae,종다리과,Calandrella,쇠종다리속,,,brachydactyla,쇠종다리
279,조류,Calandrella cheleensis,북방쇠종다리,(Swinhoe),-1871,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Alaudidae,종다리과,Calandrella,쇠종다리속,,,cheleensis,북방쇠종다리
280,조류,Eremophila alpestris,해변종다리,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Alaudidae,종다리과,Eremophila,해변종다리속,,,alpestris,해변종다리
281,조류,Galerida cristata,뿔종다리,(Linnaeus),-1758,Ⅱ,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Alaudidae,종다리과,Galerida,뿔종다리속,,,cristata,뿔종다리
282,조류,Artamus fuscus,회색숲제비,Vieillot,1817,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Artamidae,숲제비과,Artamus,숲제비속,,,fuscus,회색숲제비
283,조류,Bombycilla garrulus,황여새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Bombycillidae,여새과,Bombycilla,여새속,,,garrulus,황여새
284,조류,Bombycilla japonica,홍여새,(Siebold),-1824,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Bombycillidae,여새과,Bombycilla,여새속,,,japonica,홍여새
285,조류,Coracina melaschistos,검은할미새사촌,(Hodgson),-1836,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Campephagidae,할미새사촌과,Coracina,검은할미새사촌속,,,melaschistos,검은할미새사촌
286,조류,Pericrocotus divaricatus,할미새사촌,(Raffles),-1822,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Campephagidae,할미새사촌과,Pericrocotus,할미새사촌속,,,divaricatus,할미새사촌
287,조류,Certhia familiaris,나무발발이,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Certhiidae,나무발발이과,Certhia,나무발발이속,,,familiaris,나무발발이
288,조류,Cinclus pallasii,물까마귀,Temminck,1820,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Cinclidae,물까마귀과,Cinclus,물까마귀속,,,pallasii,물까마귀
289,조류,Cisticola juncidis,개개비사촌,(Rafinesque),-1810,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Cisticolidae,개개비사촌과,Cisticola,개개비사촌속,,,juncidis,개개비사촌
290,조류,Rhopophilus pekinensis,꼬리치레,(Swinhoe),-1868,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Cisticolidae,개개비사촌과,Rhopophilus,꼬리치레속,,,pekinensis,꼬리치레
291,조류,Corvus corax,큰까마귀,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,corax,큰까마귀
292,조류,Corvus corone,까마귀,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,corone,까마귀
293,조류,Corvus dauuricus,갈까마귀,Pallas,1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,dauuricus,갈까마귀
294,조류,Corvus frugilegus,떼까마귀,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,frugilegus,떼까마귀
295,조류,Corvus macrorhynchos,큰부리까마귀,Wagler,1827,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Corvus,까마귀속,,,macrorhynchos,큰부리까마귀
296,조류,Cyanopica cyanus,물까치,(Pallas),-1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Cyanopica,물까치속,,,cyanus,물까치
297,조류,Garrulus glandarius,어치,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Garrulus,어치속,,,glandarius,어치
298,조류,Nucifraga caryocatactes,잣까마귀,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Nucifraga,잣까마귀속,,,caryocatactes,잣까마귀
299,조류,Pica pica,까치,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Pica,까치속,,,pica,까치
300,조류,Pyrrhocorax pyrrhocorax,붉은부리까마귀,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Corvidae,까마귀과,Pyrrhocorax,붉은부리까마귀속,,,pyrrhocorax,붉은부리까마귀
301,조류,Dicrurus hottentottus,바람까마귀,(Linnaeus),-1766,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Dicruridae,바람까마귀과,Dicrurus,바람까마귀속,,,hottentottus,바람까마귀
302,조류,Dicrurus leucophaeus,회색바람까마귀,Vieillot,1817,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Dicruridae,바람까마귀과,Dicrurus,바람까마귀속,,,leucophaeus,회색바람까마귀
303,조류,Dicrurus macrocercus,검은바람까마귀,Vieillot,1817,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Dicruridae,바람까마귀과,Dicrurus,바람까마귀속,,,macrocercus,검은바람까마귀
304,조류,Calcarius lapponicus,긴발톱멧새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Calcarius,긴발톱멧새속,,,lapponicus,긴발톱멧새
305,조류,Emberiza aureola,검은머리촉새,Pallas,1773,Ⅱ,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,aureola,검은머리촉새
306,조류,Emberiza bruniceps,붉은머리멧새,Brandt,1841,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,bruniceps,붉은머리멧새
