No.,분류군,학명,대표국명,명명자,명명년도,멸종위기종,Phylum,문,Class,강,Order,목,Family,과,Genus,속,Subgenus,아속,Species,종
307,조류,Emberiza chrysophrys,노랑눈썹멧새,Pallas,1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,chrysophrys,노랑눈썹멧새
308,조류,Emberiza cioides,멧새,Brandt,1843,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,cioides,멧새
309,조류,Emberiza citrinella,노랑멧새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,citrinella,노랑멧새
310,조류,Emberiza elegans,노랑턱멧새,Temminck,1836,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,elegans,노랑턱멧새
311,조류,Emberiza fucata,붉은뺨멧새,Pallas,1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,fucata,붉은뺨멧새
312,조류,Emberiza hortulana,회색머리멧새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,hortulana,회색머리멧새
313,조류,Emberiza jankowskii,점박이멧새,Taczanowski,1888,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,jankowskii,점박이멧새
314,조류,Emberiza leucocephalos,흰머리멧새,S.G.Gmelin,1771,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,leucocephalos,흰머리멧새
315,조류,Emberiza melanocephala,검은머리멧새,Scopoli,1769,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,melanocephala,검은머리멧새
316,조류,Emberiza pallasi,북방검은머리쑥새,(Cabanis),-1851,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,pallasi,북방검은머리쑥새
317,조류,Emberiza pusilla,쇠붉은뺨멧새,Pallas,1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,pusilla,쇠붉은뺨멧새
318,조류,Emberiza rustica,쑥새,Pallas,1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,rustica,쑥새
319,조류,Emberiza rutila,꼬까참새,Pallas,1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,rutila,꼬까참새
320,조류,Emberiza schoeniclus,검은머리쑥새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,schoeniclus,검은머리쑥새
321,조류,Emberiza spodocephala,촉새,Pallas,1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,spodocephala,촉새
322,조류,Emberiza sulphurata,무당새,Temminck & Schlegel,1848,Ⅱ,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,sulphurata,무당새
323,조류,Emberiza tristrami,흰배멧새,Swinhoe,1870,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,tristrami,흰배멧새
324,조류,Emberiza variabilis,검은멧새,Temminck,1836,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,variabilis,검은멧새
325,조류,Emberiza yessoensis,쇠검은머리쑥새,(Swinhoe),-1874,Ⅱ,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,yessoensis,쇠검은머리쑥새
326,조류,Passerculus sandwichensis,초원멧새,(Gmelin),-1789,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Passerculus,초원멧새속,,,sandwichensis,초원멧새
327,조류,Plectrophenax nivalis,흰멧새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Plectrophenax,흰멧새속,,,nivalis,흰멧새
328,조류,Zonotrichia leucophrys,흰정수리북미멧새,(Forster),-1772,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Zonotrichia,흰정수리북미멧새속,,,leucophrys,흰정수리북미멧새
329,조류,Lonchura punctulata,얼룩무늬납부리새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Estrildidae,납부리새과,Lonchura,납부리새속,,,punctulata,얼룩무늬납부리새
330,조류,Carduelis flammea,홍방울새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Carduelis,방울새속,,,flammea,홍방울새
331,조류,Carduelis hornemanni,쇠홍방울새,(Holboell),-1843,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Carduelis,방울새속,,,hornemanni,쇠홍방울새
332,조류,Carduelis sinica,방울새,(Linnaeus),-1766,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Carduelis,방울새속,,,sinica,방울새
333,조류,Carduelis spinus,검은머리방울새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Carduelis,방울새속,,,spinus,검은머리방울새
334,조류,Carpodacus erythrinus,붉은양진이,(Pallas),-1770,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Carpodacus,양진이속,,,erythrinus,붉은양진이
335,조류,Carpodacus roseus,양진이,(Pallas),-1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Carpodacus,양진이속,,,roseus,양진이
336,조류,Coccothraustes coccothraustes,콩새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Coccothraustes,콩새속,,,coccothraustes,콩새
337,조류,Eophona migratoria,밀화부리,Hartert,1903,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Eophona,밀화부리속,,,migratoria,밀화부리
338,조류,Eophona personata,큰부리밀화부리,(Temminck & Schlegel),-1848,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Eophona,밀화부리속,,,personata,큰부리밀화부리
339,조류,Fringilla montifringilla,되새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Fringilla,되새속,,,montifringilla,되새
340,조류,Leucosticte arctoa,갈색양진이,(Pallas),-1811,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Leucosticte,갈색양진이속,,,arctoa,갈색양진이
341,조류,Loxia curvirostra,솔잣새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Loxia,솔잣새속,,,curvirostra,솔잣새
342,조류,Loxia leucoptera,흰죽지솔잣새,Gmelin,1789,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Loxia,솔잣새속,,,leucoptera,흰죽지솔잣새
343,조류,Pinicola enucleator,솔양진이,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Pinicola,솔양진이속,,,enucleator,솔양진이
344,조류,Pyrrhula pyrrhula,멋쟁이새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Pyrrhula,멋쟁이새속,,,pyrrhula,멋쟁이새
345,조류,Uragus sibiricus,긴꼬리홍양진이,(Pallas),-1773,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Uragus,홍양진이속,,,sibiricus,긴꼬리홍양진이
346,조류,Cecropis daurica,귀제비,(Laxmann),-1769,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Cecropis,귀제비속,,,daurica,귀제비
347,조류,Delichon dasypus,흰털발제비,(Bonaparte),-1850,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Delichon,털발제비속,,,dasypus,흰털발제비
348,조류,Delichon urbicum,흰턱제비,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Delichon,털발제비속,,,urbicum,흰턱제비
349,조류,Hirundo rustica,제비,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Hirundo,제비속,,,rustica,제비
350,조류,Ptyonoprogne rupestris,바위산제비,(Scopoli),-1769,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Ptyonoprogne,바위산제비속,,,rupestris,바위산제비
351,조류,Riparia riparia,갈색제비,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Riparia,갈색제비속,,,riparia,갈색제비
352,조류,Lanius bucephalus,때까치,Temminck & Schlegel,1845,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,bucephalus,때까치
353,조류,Lanius collurio,붉은등때까치,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,collurio,붉은등때까치
354,조류,Lanius cristatus,노랑때까치,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,cristatus,노랑때까치
355,조류,Lanius excubitor,재때까치,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,excubitor,재때까치
356,조류,Lanius schach,긴꼬리때까치,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,schach,긴꼬리때까치
357,조류,Lanius sphenocercus,물때까치,Cabanis,1873,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,sphenocercus,물때까치
358,조류,Lanius tigrinus,칡때까치,Drapiez,1828,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,tigrinus,칡때까치
359,조류,Terpsiphone atrocaudata,긴꼬리딱새,(Eyton),-1839,Ⅱ,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Monarchidae,긴꼬리딱새과,Terpsiphone,긴꼬리딱새속,,,atrocaudata,긴꼬리딱새
360,조류,Terpsiphone paradisi,북방긴꼬리딱새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Monarchidae,긴꼬리딱새과,Terpsiphone,긴꼬리딱새속,,,paradisi,북방긴꼬리딱새
361,조류,Anthus cervinus,붉은가슴밭종다리,(pallas),-1811,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,cervinus,붉은가슴밭종다리
362,조류,Anthus godlewskii,쇠밭종다리,(Taczanowski),-1876,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,godlewskii,쇠밭종다리
363,조류,Anthus gustavi,흰등밭종다리,Swinhoe,1863,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,gustavi,흰등밭종다리
364,조류,Anthus hodgsoni,힝둥새,Richmond,1907,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,hodgsoni,힝둥새
365,조류,Anthus pratensis,풀밭종다리,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,pratensis,풀밭종다리
366,조류,Anthus richardi,큰밭종다리,Vieillot,1818,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,richardi,큰밭종다리
367,조류,Anthus roseatus,한국밭종다리,Blyth,1847,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,roseatus,한국밭종다리
368,조류,Anthus rubescens,밭종다리,(Tunstall),-1771,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,rubescens,밭종다리
369,조류,Anthus spinoletta,옅은밭종다리,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,spinoletta,옅은밭종다리
370,조류,Anthus trivialis,나무밭종다리,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Anthus,밭종다리속,,,trivialis,나무밭종다리
371,조류,Dendronanthus indicus,물레새,(Gmelin),-1789,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Dendronanthus,물레새속,,,indicus,물레새
372,조류,Motacilla alba,알락할미새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,alba,알락할미새
373,조류,Motacilla cinerea,노랑할미새,Tunstall,1771,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,cinerea,노랑할미새
374,조류,Motacilla citreola,노랑머리할미새,Pallas,1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,citreola,노랑머리할미새
375,조류,Motacilla flava,긴발톱할미새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,flava,긴발톱할미새
376,조류,Motacilla grandis,검은등할미새,Sharpe,1885,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,grandis,검은등할미새
377,조류,Chaimarrornis leucocephalus,흰머리바위딱새,(Vigors),-1831,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Chaimarrornis,흰머리바위딱새속,,,leucocephalus,흰머리바위딱새
378,조류,Cyanoptila cyanomelana,큰유리새,(Temminck),-1829,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Cyanoptila,큰유리새속,,,cyanomelana,큰유리새
379,조류,Erithacus rubecula,꼬까울새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Erithacus,꼬까울새속,,,rubecula,꼬까울새
380,조류,Eumyias thalassinus,파랑딱새,(Swainson),-1838,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Eumyias,파랑딱새속,,,thalassinus,파랑딱새
381,조류,Ficedula albicilla,흰꼬리딱새,(Pallas),-1811,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,albicilla,흰꼬리딱새
382,조류,Ficedula mugimaki,노랑딱새,(Temminck),-1836,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,mugimaki,노랑딱새
383,조류,Ficedula narcissina,황금새,(Temminck),-1836,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,narcissina,황금새
384,조류,Ficedula parva,붉은가슴흰꼬리딱새,(Bechstein),-1792,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,parva,붉은가슴흰꼬리딱새
385,조류,Ficedula zanthopygia,흰눈썹황금새,(Hay),-1845,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Ficedula,황금새속,,,zanthopygia,흰눈썹황금새
386,조류,Luscinia akahige,붉은가슴울새,(Temminck),-1835,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Luscinia,진홍가슴속,,,akahige,붉은가슴울새
387,조류,Luscinia calliope,진홍가슴,(Pallas),-1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Luscinia,진홍가슴속,,,calliope,진홍가슴
388,조류,Luscinia cyane,쇠유리새,(Pallas),-1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Luscinia,진홍가슴속,,,cyane,쇠유리새
389,조류,Luscinia cyanura,유리딱새,(Pallas),-1773,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Luscinia,진홍가슴속,,,cyanura,유리딱새
390,조류,Luscinia sibilans,울새,(Swinhoe),-1863,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Luscinia,진홍가슴속,,,sibilans,울새
391,조류,Luscinia svecica,흰눈썹울새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Luscinia,진홍가슴속,,,svecica,흰눈썹울새
392,조류,Monticola gularis,꼬까직박구리,(Swinhoe),-1863,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Monticola,바다직박구리속,,,gularis,꼬까직박구리
393,조류,Monticola solitarius,바다직박구리,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Monticola,바다직박구리속,,,solitarius,바다직박구리
394,조류,Muscicapa dauurica,쇠솔딱새,Pallas,1811,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,dauurica,쇠솔딱새
395,조류,Muscicapa ferruginea,회색머리딱새,(Hodgson),-1845,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,ferruginea,회색머리딱새
396,조류,Muscicapa griseisticta,제비딱새,(Swinhoe),-1861,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,griseisticta,제비딱새
397,조류,Muscicapa sibirica,솔딱새,Gmelin,1789,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,sibirica,솔딱새
398,조류,Niltava davidi,붉은가슴딱새,La Touche,1907,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Niltava,붉은가슴딱새속,,,davidi,붉은가슴딱새
399,조류,Oenanthe deserti,검은꼬리사막딱새,(Temminck),-1825,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Oenanthe,사막딱새속,,,deserti,검은꼬리사막딱새
400,조류,Oenanthe isabellina,긴다리사막딱새,(Temminck),-1829,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Oenanthe,사막딱새속,,,isabellina,긴다리사막딱새
401,조류,Oenanthe oenanthe,사막딱새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Oenanthe,사막딱새속,,,oenanthe,사막딱새
402,조류,Oenanthe pleschanka,검은등사막딱새,(Lepechin),-1770,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Oenanthe,사막딱새속,,,pleschanka,검은등사막딱새
403,조류,Phoenicurus auroreus,딱새,(Pallas),-1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Phoenicurus,딱새속,,,auroreus,딱새
404,조류,Phoenicurus ochruros,검은머리딱새,(S.G.Gmelin),-1774,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Phoenicurus,딱새속,,,ochruros,검은머리딱새
405,조류,Rhyacornis fuliginosa,부채꼬리바위딱새,(Vigors),-1831,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Rhyacornis,부채꼬리바위딱새속,,,fuliginosa,부채꼬리바위딱새
406,조류,Saxicola ferreus,검은뺨딱새,Gray,1846,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Saxicola,검은딱새속,,,ferreus,검은뺨딱새
407,조류,Saxicola torquatus,검은딱새,(Linnaeus),-1766,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Saxicola,검은딱새속,,,torquatus,검은딱새
408,조류,Oriolus chinensis,꾀꼬리,Linnaeus,1766,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Oriolidae,꾀꼬리과,Oriolus,꾀꼬리속,,,chinensis,꾀꼬리
409,조류,Parus ater,진박새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Parus,박새속,,,ater,진박새
410,조류,Parus major,박새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Parus,박새속,,,major,박새
411,조류,Parus montanus,북방쇠박새,Conrad von Baldenstein,1827,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Parus,박새속,,,montanus,북방쇠박새
412,조류,Parus palustris,쇠박새,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Parus,박새속,,,palustris,쇠박새
413,조류,Parus varius,곤줄박이,Temminck & Schlegel,1848,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Parus,박새속,,,varius,곤줄박이
414,조류,Parus venustulus,노랑배진박새,Swinhoe,1870,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Parus,박새속,,,venustulus,노랑배진박새
415,조류,Passer domesticus,집참새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Passeridae,참새과,Passer,참새속,,,domesticus,집참새
416,조류,Passer montanus,참새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Passeridae,참새과,Passer,참새속,,,montanus,참새
417,조류,Passer rutilans,섬참새,(Temminck),-1836,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Passeridae,참새과,Passer,참새속,,,rutilans,섬참새
418,조류,Pitta moluccensis,푸른날개팔색조,(Statius Muller),-1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Pittidae,팔색조과,Pitta,팔색조속,,,moluccensis,푸른날개팔색조
419,조류,Pitta nympha,팔색조,Temminck & Schlegel,1850,Ⅱ,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Pittidae,팔색조과,Pitta,팔색조속,,,nympha,팔색조
420,조류,Prunella collaris,바위종다리,(Scopoli),-1769,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Prunellidae,바위종다리과,Prunella,바위종다리속,,,collaris,바위종다리
421,조류,Prunella montanella,멧종다리,(pallas),-1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Prunellidae,바위종다리과,Prunella,바위종다리속,,,montanella,멧종다리
422,조류,Prunella rubida,쇠바위종다리,(Temminck & Schlegel),1848,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Prunellidae,바위종다리과,Prunella,바위종다리속,,,rubida,쇠바위종다리
423,조류,Microscelis amaurotis,직박구리,(Temminck),-1830,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Pycnonotidae,직박구리과,Microscelis,직박구리속,,,amaurotis,직박구리
424,조류,Pycnonotus sinensis,검은이마직박구리,(Gmelin),-1789,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Pycnonotidae,직박구리과,Pycnonotus,검은이마직박구리속,,,sinensis,검은이마직박구리
425,조류,Regulus regulus,상모솔새,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Regulidae,상모솔새과,Regulus,상모솔새속,,,regulus,상모솔새
426,조류,Remiz pendulinus,스윈호오목눈이,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Remizidae,스윈호오목눈이과,Remiz,스윈호오목눈이속,,,pendulinus,스윈호오목눈이
427,조류,Sitta europaea,동고비,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sittidae,동고비과,Sitta,동고비속,,,europaea,동고비
428,조류,Sitta villosa,쇠동고비,Verreaux,1865,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sittidae,동고비과,Sitta,동고비속,,,villosa,쇠동고비
429,조류,Culicicapa ceylonensis,회색머리노랑딱새,Swainson,1820,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Stenostiridae,요정딱새과,Culicicapa,회색머리노랑딱새속,,,ceylonensis,회색머리노랑딱새
430,조류,Acridotheres cristatellus,검은뿔찌르레기,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Acridotheres,뿔찌르레기속,,,cristatellus,검은뿔찌르레기
431,조류,Sturnus cineraceus,찌르레기,Temminck,1835,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,cineraceus,찌르레기
432,조류,Sturnus philippensis,쇠찌르레기,(Forster),-1781,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,philippensis,쇠찌르레기
433,조류,Sturnus roseus,분홍찌르레기,(Linnaeus),-1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,roseus,분홍찌르레기
434,조류,Sturnus sericeus,붉은부리찌르레기,Gmelin,1789,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,sericeus,붉은부리찌르레기
435,조류,Sturnus sinensis,잿빛쇠찌르레기,(Gmelin),-1788,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,sinensis,잿빛쇠찌르레기
436,조류,Sturnus sturninus,북방쇠찌르레기,(Pallas),-1776,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,sturninus,북방쇠찌르레기
437,조류,Sturnus vulgaris,흰점찌르레기,Linnaeus,1758,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Sturnus,찌르레기속,,,vulgaris,흰점찌르레기
438,조류,Acrocephalus agricola,북방쇠개개비,(Jerdon),-1845,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Acrocephalus,개개비속,,,agricola,북방쇠개개비
439,조류,Acrocephalus bistrigiceps,쇠개개비,Swinhoe,1860,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Acrocephalus,개개비속,,,bistrigiceps,쇠개개비
